,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
78,2019-12-23,2.4138254416547036,2.3785685999551336,2.4239062524872645,2.4138254416547036,2.4138254416547036,-0.012234341880607149,-0.012234341880607149,-0.012234341880607149,2.0567762002946424e-05,2.0567762002946424e-05,2.0567762002946424e-05,-0.012254909642610097,-0.012254909642610097,-0.012254909642610097,0.0,0.0,0.0,2.4015910997740963
79,2020-01-04,2.414068924506688,2.3662088302184223,2.4182252699183424,2.414068924506688,2.414068924506688,-0.023642371178422075,-0.023642371178422075,-0.023642371178422075,-0.0008931750872054232,-0.0008931750872054232,-0.0008931750872054232,-0.02274919609121665,-0.02274919609121665,-0.02274919609121665,0.0,0.0,0.0,2.390426553328266
80,2020-01-16,2.414246676550668,2.359963155308293,2.4106074359989456,2.414246676550668,2.414246676550668,-0.02873076583031615,-0.02873076583031615,-0.02873076583031615,-0.00742341749023526,-0.00742341749023526,-0.00742341749023526,-0.02130734834008089,-0.02130734834008089,-0.02130734834008089,0.0,0.0,0.0,2.385515910720352
81,2020-01-28,2.4144244285946477,2.385145607924982,2.4353369236004,2.4144244285946477,2.4144244285946477,-0.004009674300220218,-0.004009674300220218,-0.004009674300220218,0.001858214134165656,0.001858214134165656,0.001858214134165656,-0.0058678884343858735,-0.0058678884343858735,-0.0058678884343858735,0.0,0.0,0.0,2.4104147542944276
82,2020-02-09,2.414602180638628,2.3781387377534027,2.4300589196135753,2.414602180638628,2.414602180638628,-0.01087747432629839,-0.01087747432629839,-0.01087747432629839,0.001073802097842148,0.001073802097842148,0.001073802097842148,-0.01195127642414054,-0.01195127642414054,-0.01195127642414054,0.0,0.0,0.0,2.4037247063123295
83,2020-02-21,2.414779932682608,2.3703996338597135,2.418920863279075,2.414779932682608,2.414779932682608,-0.019955173481162655,-0.019955173481162655,-0.019955173481162655,0.008341193326283166,0.008341193326283166,0.008341193326283166,-0.028296366807445822,-0.028296366807445822,-0.028296366807445822,0.0,0.0,0.0,2.394824759201445
84,2020-03-04,2.4149576847265877,2.3688828759325573,2.4196103033519445,2.4149576847265877,2.4149576847265877,-0.020660593484197916,-0.020660593484197916,-0.020660593484197916,-0.002977184742871417,-0.002977184742871417,-0.002977184742871417,-0.017683408741326498,-0.017683408741326498,-0.017683408741326498,0.0,0.0,0.0,2.3942970912423895
85,2020-03-16,2.4151354367705675,2.3825107802185395,2.433848219594843,2.4151354367705675,2.4151354367705675,-0.007407498826607149,-0.007407498826607149,-0.007407498826607149,2.056776201674277e-05,2.056776201674277e-05,2.056776201674277e-05,-0.0074280665886238915,-0.0074280665886238915,-0.0074280665886238915,0.0,0.0,0.0,2.4077279379439602
86,2020-03-28,2.4153131881036387,2.3747596634218042,2.4229042875907627,2.4153131881036387,2.4153131881036387,-0.015286068333290766,-0.015286068333290766,-0.015286068333290766,-0.0008931750872466952,-0.0008931750872466952,-0.0008931750872466952,-0.014392893246044071,-0.014392893246044071,-0.014392893246044071,0.0,0.0,0.0,2.400027119770348
87,2020-04-09,2.41549093943671,2.380902241971086,2.430755255777555,2.41549093943671,2.41549093943671,-0.01101045827273657,-0.01101045827273657,-0.01101045827273657,-0.007423417490225275,-0.007423417490225275,-0.007423417490225275,-0.0035870407825112946,-0.0035870407825112946,-0.0035870407825112946,0.0,0.0,0.0,2.4044804811639735
88,2020-04-21,2.415668690769781,2.4077027320899367,2.457224107951512,2.415668690769781,2.415668690769781,0.016872142025938393,0.016872142025938393,0.016872142025938393,0.0018582141341903292,0.0018582141341903292,0.0018582141341903292,0.015013927891748064,0.015013927891748064,0.015013927891748064,0.0,0.0,0.0,2.4325408327957194
89,2020-05-03,2.4158464421028523,2.40777761370971,2.460333250101489,2.4158464421028523,2.4158464421028523,0.017550535378410698,0.017550535378410698,0.017550535378410698,0.0010738020978673878,0.0010738020978673878,0.0010738020978673878,0.016476733280543308,0.016476733280543308,0.016476733280543308,0.0,0.0,0.0,2.433396977481263
90,2020-05-15,2.416024193435923,2.4241993792739653,2.4727799200982594,2.416024193435923,2.416024193435923,0.03091535051554547,0.03091535051554547,0.03091535051554547,0.008341193326285764,0.008341193326285764,0.008341193326285764,0.022574157189259703,0.022574157189259703,0.022574157189259703,0.0,0.0,0.0,2.4469395439514683
